puzzle,solution
000760009001000700080105000906000000000048020000030000060000007007006580800500400,352764819641389752789125634936257148175948326428631975564813297217496583893572461
000100300370005200005000009030800000510400003000006070900062700023000000000040090,269184357374695218185237469436871925517429683892356174948562731723918546651743892
009502000700040600002000010080004000070200800900015060300400000400000058006007900,169572483753148692842936715281764539675293841934815267328459176497621358516387924
058030006013600500006009000080000000000200000704003090000304000090010340000006001,458731926913642587276859134182495763539267418764183295821374659697518342345926871
043000060605000900710008200060000090002000007070000132030004000000590000200160000,843219765625437918719658243361725894492381657578946132936874521184592376257163489
006410300000307200000020009170000000000030500350060000000008002000002040690000100,726419385981357264543826719179285436268734591354961827437198652815672943692543178
406009008090100004030007000070000050000018000000902300000000200710600009048000000,456239178297185634831467925179346852324518796685972341563894217712653489948721563
200004010000000000350201008005000003040870000010009075000090081030008200060000007,279584316186937452354261798795126843643875129812349675427693581931758264568412937
000100095070040000300000100700002008002310000000500006097006000000000500200000084,426183795571249863389765142754692318962318457138574926897456231643821579215937684
009020000600000010000730405000000030437060000001000008070450001100070000000200300,749521863653984712812736495985142637437865129261397548376459281128673954594218376
100004500405002090002908000000000300000003009600000045004070008910800400500000070,196734582485612793372958164859246317741583629623197845264371958917825436538469271
000760000850000000700089400000050001005000079600300000000024800000000600410090000,943762185856431927721589436374958261185246379692317548567124893239875614418693752
000000000000360020000008097009000006001087040000036000490000500702050300350800200,984172653175369428263548197829415736631287945547936812498723561712654389356891274
598000004070000000010080900000560009300210000000004500060400003001000700002070008,598732614276941385413685927184563279359217846627894531765428193841359762932176458
023080600400027090070000000000065704006200030010800000000000050000300408009010000,923481675485627193671953842392165784856274931714839526138746259567392418249518367
000081040700000100000000862000600080000010000030200000078060400064005009520090000,692381547785426193341579862219653784457918326836247951978162435164835279523794618
020089000000100000500040038004000690700000100059020000006003010800006049000810000,423689571978135426561742938184357692732968154659421783246593817815276349397814265
000030000600002900040000070007003280006700035000080000000000010094870000700600000,158937624673142958249568173917453286826719435435286791562394817394871562781625349
090800000000002000627000400000000804000070050001045736010000060069030501000000300,594867123138492675627351498975623814346178952281945736413589267769234581852716349
500009100100050904007000005000000000204910000005203007008700430000000058000002000,582439176163857924497126385839675241274918563615243897958761432721394658346582719
030205000000000903049070062002003000000901400001000006000700100607000000020000050,836295714275416983149378562752643891368921475491857326584762139617539248923184657
000020510100004007700003000000005200003200070850000090400000080000416000090000003,369728514125964837784153926617395248943281675852647391476539182238416759591872463
000100000350009040401300250600000004007000093040800070000008060000020005019760000,762154389358279146491386257625937814187642593943815672234598761876421935519763428
000097006000000090380005100002780900003200001090001000000000609600040000000003205,124897536765314892389625174412786953873259461596431728231578649658942317947163285
800005400700008900000064000020090005000000800015003000604000030000000600090010700,831925467746138952259764183428691375367542819915873246674289531182357694593416728
050000200000100308090000007078010502000000003040500090080079000900405000030080000,857346219264197358193852467678913542519724683342568791486279135921435876735681924
003500006000020700000010000090000000070901060002005400059807000000006090010000680,723594816941628735865713924396472158574981362182365479659837241238146597417259683
009400000000090020200500010160000007098100500000006000070000059000074000604009200,819462735537891624246537918163925847798143562425786193372618459951274386684359271
000082000000000000003504000000400070000030204060005810600300500081000320037020100,756982431148763952293514768312498675875136294964275813629341587481657329537829146
005000040002003006700640100600910700007080000080070000510000903006000000000000024,865129347142753896739648152623914785957286431481375269514862973296437518378591624
005803000060200050700060098090320000800000000200501080004000013000000000600000004,925813467468297351731465298196328745857946132243571689574682913319754826682139574
020700000800009065140080000000000041080001000000006070900002503002050000400030000,529764138873129465146385927695873241784291356231546879967412583312658794458937612
000130408100002000080900013000007000361000070092400000000760039059000000000000000,927135468136842795584976213845697321361258974792413856218764539459321687673589142
000004000061000300090000070020000100800506700003009060000070400208400005000090800,587234691461957382392618574624783159819526743753149268935872416278461935146395827
000008704042000300000000580070030002408700090200094000030607000700000000005000040,591368724842175369367249581679831452458726193213594876934657218786412935125983647
000045080000000903820600000067090000000000000900700860600530010452000000000008090,179345286546281973823679145267894351384156729915723864698532417452917638731468592
790500000000009002501068000060970000170002506000000800000030470000000005014000000,796523184843719652521468739468975213179382546235641897952836471687194325314257968
000040300001007200050630010800000000020060980070000001000050003000300096063209005,287541369631897254954632718849715632125463987376928541798156423512374896463289175
040009020007060000000008009420000060008040300000100050009004600700300005050906030,845739126917265483362418579421593768578642391693187254239854617786321945154976832
024000010560000000010000098000306100000004000250080400000007000185040000040020003,824739615569812374713465298498376152371254986256981437632597841185643729947128563
810500200060000070000004905400800020003205000000003000008900000200000040600070003,814597236569321874372684915456819327783265491921743568148936752237158649695472183
050100000007094050400000106000000230006809000000051009090010500004080093060000000,653172948817694352429538176981467235536829417742351869398716524174285693265943781
200009300000107020090200004700010900000006008000803070600000015371060000050000000,214689357563147829897235164785412936132976548946853271628394715371568492459721683
700604009000000008000705160100400020090016300000000800070000000250000010000030605,715684239624193758839725164183479526592816347467352891376541982258967413941238675
000000500000431000720000006400009010070600005005003002000000091200300008098700000,831267549659431827724958136482579613173642985965183472547826391216394758398715264
000090003680200000409006200000060001000500000705020600010007020000000400000918000,172894563683275194459136287248763951361589742795421638916347825837652419524918376
400080030009230004010000200307020010000014000080000060000700000102009800000000050,425687139679231584813495276347526918956814723281973465538742691162359847794168352
000100040000008009000070102005600000090013705000050900401000680009000000028007000,956132847217548369843976152735629418694813725182754936471295683569381274328467591
040002700030000006850100040000400008500000200000806030300000000009310500070000010,941632785237584196856197342763421958584973261192856437318745629629318574475269813
300000407025090008000805000060009000073000010900500000009006200700004000080900004,398162457125497368647835129862719543573648912914523876459376281731284695286951734
501800400000056000080000000010004002060020000300007008030500100000000090000190086,521839467497256813683741259719684532864325971352917648936578124178462395245193786
000020306020070000970006000030000410400000000006082900090700000000050040004300500,845921376621573894973846152237695418489137265156482937592714683368259741714368529
200000008107204300000000700000009200000700080060120004050300000900016002001400006,235967148187254369649831725714689253592743681863125974456392817978516432321478596
001000000065040100200008300050007000300090000000030005000600001000002670090700280,931275468865349127247168359159427836384596712672831945723684591418952673596713284
000000009095030071003060000870006000000002000100780000000640020001005340002100000,768521439295834671413967852879356214356412798124789563937648125681295347542173986
230000000000700005007400013500004026900370100000006000008640000004083000000009060,235861947419732685867495213583914726926378154741526839158647392694283571372159468
003400007900000006000306000000000204007900000050080003020008400004709010090005060,163492857972851346548376921836517294417923685259684173725168439684739512391245768
006030000000507904020000000002019005400300000509000010000006009068900030000000860,946238751813567924725194683682419375471385296539672418357826149268941537194753862
008075400000002070700000005020600080000108200000900760903080000410000000007000940,698375412531462879742819635129647583376158294854923761963284157415796328287531946
005060900000052000400003002704005100090000300501096000000007064200000080008000000,825461937973852641416973852784235196692148375531796428159387264247619583368524719
006003408090004000000050010053020690000000050000600081064000000900040002020107000,576913428192784536438256917753821694681479253249635781864392175917548362325167849
010000060400700002800200079000400300003020004900050000590607000000300000070045000,217539468469781532835264179128476395753928614946153287592617843684392751371845926
340005800002100040000000075000200004000006000079000000000308000014000007008500010,347625891852197643961843275183259764425786139679431528796318452514962387238574916
500060000002301000040000002070100089130020060000000005000050003097600050000000040,519462738862371594743598612276145389135829467984736125621954873497683251358217946
700004000000030920100000005008209100000800640210000000090000000070608200800490300,729564831584137926163982475648279153937815642215346789496723518371658294852491367
100000070070004050005070400060000200400160000007080003038640000000900000500000027,184596372672314958395278416861753249423169785957482163238647591716925834549831627
000500800037601400000900003906400070000097200000000000604000000009000000700000928,492573861537681492861942753926418375145397286378256149614829537289735614753164928
000000241007006000390001060000000028006000400010900700009050000520704900000030000,685397241147826395392541867973415628856273419214968753739652184521784936468139572
800000002010006003040007680009100050060502000400009000000600700000700048090005300,856934172217856493943217685379168254168542937425379861584623719632791548791485326
000000050900200013030590600700012000008030095000050000001300800403007006000020001,127643958965278413834591672759812364618734295342956187271365849493187526586429731
600005000089000040000070009000500000040600030300090008003001000090007063005020700,627945381589136247134278659912583476748612935356794128473861592291457863865329714
000000570000064100500900000800000005093200600007400902970030020000009000040800000,169382574782564139534971268821697345493258617657413982978135426216749853345826791
008603000059007000600000500470002003005000008090000010000009040300074001000010000,748653129159827436623491587471982653235146798896735214517369842382574961964218375
005001034300080100000000000090500000000004800401090200003052600070300010200900000,685271934347689125129435786798523461532164897461897253813752649976348512254916378
000000080400806007093000060000000900006020500000140008050004000009300001130009000,761592483425836197893471265514683972386927514972145638658714329249368751137259846
000400060072008000900000700030020050000304200080000000804000009000600010009040005,351497862672138594948562731437821956196354278285976143864715329523689417719243685
600000010050000409000000800000009700360000041107300080040091020000020004002850000,679485312258137469431962857824519736365278941197346285743691528586723194912854673
000006005801000000060000709920000500000240006004003000070009000090360000200007100,739126845851794362462835719923671584517248936684953271375419628198362457246587193
009000007600050000000020840004008090103000408000100003005000009860200000000001300,249813657618457932537926841724368195153792468986145723375684219861239574492571386
000807000020060048008304006000003000000000120070250004900001600060590030003000500,634817295127965348598324716246183957859746123371259864985431672762598431413672589
000000090100900603003050104800000000006029000000806010001043070302000000009000402,465381297128974653973652184837415926516729348294836715681243579342597861759168432
000086040040000090000901075500000001002030000700000028060500000903000000000007400,159786243847253196326941875584672931692138754731495628468529317973814562215367489
400700600000030400017000000825900000000050100600070000000000980080200300003009510,438795621256138479917426835825961743374852196691374258162543987589217364743689512
200560010006083700030000000090008070000005008070030004068000500500000900000200006,287564319956183742431792865695428173143675298872931654768349521524816937319257486
000000300080513090900200005070002083090070500804000000607000931010000006300000000,765984312482513697931267845576492183193678524824351769647825931218739456359146278
300100408007000060901000000103800000060400050000370000000940500800605002005000030,356197428247583961981264375123856794768419253594372816632941587879635142415728639
090300002400000500500020000000200700008000039035001000000408060900010400000050070,891375642423896517567124398619283754248567139735941826172438965956712483384659271
018700000500000070200009000007204100000000080300005246800047030040000005000603000,918736452534128679276459318657284193429361587381975246862547931143892765795613824
008007000000000000035200060000008027040090800000040103500600210700500000006020000,268937541971465382435281769693158427147392856852746193589673214724519638316824975
000000900050700060400800010520000000003006200019000080000007009070020031100604007,387461952251739468496852713528943176743186295619275384862317549974528631135694827
060090800800000090000000060070000003090042000040305100003600000002000400000710500,167493825835261794429857361571986243398142657246375189753624918912538476684719532
300000406000010090026000700000400000000800071002001060000009030130072500008000000,391257486784316295526948713917463852463825971852791364245189637139672548678534129
009000000020400310001500002004000080050000000038100007405080060000002008000006900,579213846826479315341568792214637589957824631638195427495781263763942158182356974
000600004000000010000009075000800206080305000106000030927000000830000090000070300,578631924249758613361249875493817256782365149156492738927583461834126597615974382
020006000600000050000400001000320400310007000007080000500100200060000700100200903,921856374634712859785493621856321497319647582247589136593174268462938715178265943
700800020026000008000400005000090000008300100060000087600002401040000500001005070,754831629126759348389426715417598263298367154563214987675982431842173596931645872
000000014070000030000910600350208000000000700809000000018590000000001200040070060,632785914971624835485913672357268491124359786869147523218596347796431258543872169
000000400000000900002004706004700300100050000030002050300100000901407000070290000,763921485415678932892534716254716398187359624639842157348165279921487563576293841
310000500800100002200007900001004080005063000000010090900300600002000070003600800,314289567879156432256437918621794385795863241438512796987321654562948173143675829
840070000002300000001800005200000300070000500005906000094001060000700090000000001,849175632752369184631842975268517349973428516415936827594281763126753498387694251
000000004007904020300005190602000070003800000085063001400002006050090000001000000,598127634167934825324685197612459378943871562785263941439512786256798413871346259
080700090000300200000004187200000010009007400000060000000600000097000048801000050,482716593175398264936254187258943716619827435743561829324685971597132648861479352
050309004000400080000070206003901800200040000090000600005000300001030060000006027,852369714736412589149875236463951872218647953597283641675124398921738465384596127
005070690600000000004350000100000850000500064000100002007010020023009007000000000,215874693638921475794356281176243859382597164549168732967415328423689517851732946
000000007060008504005003100210000000000040050400370060001000090900030000028050000,394215687162798534875463129217586943683149752459372861531627498946831275728954316
000375400673090000000000000001500090040000530090010020800901000000026040000000806,182375469673498152459162387231547698746289531598613724864951273317826945925734816
008040020300600008020000009800000090060508002007010000000000001000027000030900705,598341627371692458426785319813276594964538172257419836749853261685127943132964785
709000000060000005000010080001320004000000900040580000000400023000001000098007040,789653412162748395435912687871329564256174938943586271617495823324861759598237146
000200000001040307086700005060000090300007860900500000608020000005300000000800400,743251986591648327286793145867432591352917864914586273638124759425379618179865432
002000090000500400008076003400000910007021000500007002030040875000003000000100000,652314798713589426948276153426835917387921564591467382139642875865793241274158639
009000073600053001700000000000070010010009030000005406004000000050300800090026300,149682573682753941735941628563874219418269735927135486374598162256317894891426357
000000000561800000730000060005147030007300600009500080800700010003000000000610005,928436571561879342734251968685147239217398654349562187896725413153984726472613895
700020000000370000000004980390007000200000540000000009100050072000090000008006000,746829153981375426523164987394587261267931548815642739139458672652793814478216395
200010000600500800000049001803005400090030006000800007000000100950106008020000090,247318965619572843385649721873265419591437286462891537736984152954126378128753694
005000070020090400700006810030040098050000006902001000000000000800523000000009700,385214679621798453749356812137645298458972136962831547596187324874523961213469785
700000096090000400001500000030000005400006000160070200200030004000807000008004602,724183596593762418681549327832491765479256831165378249217635984946827153358914672
080003000590100008200000107000001070009070006000800902060300000700040050004002001,187493265596127438243586197428961573359274816671835942865319724712648359934752681
600005004000010090007000300000240600000300940800100005200060700040000050061000000,613975824482613597597824361975248613126357948834196275258461739349782156761539482
007000009000004000006000285500400000300051840040020010690000700080160000003000000,837215469259684173416793285561478932372951846948326517694832751785169324123547698
000803900000270010020001000910000000708004026000600009000000500300000070800307004,167853942489276315523941867916732458738594126245618739674129583392485671851367294
000006023008000007200000000300600000091350040050090000004100050800502060009000004,145786923938425617267913485382674591791358246456291378674139852813542769529867134
000050000006003700004970001020010900000008605030000002008300090400000308001005000,973152864516843729284976531625417983149238675837569412758324196462791358391685247
000000500080000900000260004003008100400050000500040806014070000000000070750810000,246987513187435962935261784623798145498156327571342896314679258869523471752814639
400000207000230500006000930100040000200070006000350000050000100000608050080000002,438569217917234568526187934173946825245871396869352741654723189792618453381495672
007001000090750002250000000170600000000003210300000800600000320030004070004030006,867321495491758632253946781178692543946583217325417869619875324532164978784239156
007000002000400100000508009400700520806100070000000001020030000069004000000859000,947361852385492167612578349491786523856123974273945681128637495569214738734859216
100006004005070000030020500560200000403060000001048000206003000000400015000000008,172536894845971263639824571568219437493765182721348956256183749387492615914657328
040200009700000064632000000300800005020100700000090000010030000008700900000006050,145267389789315264632948517391874625426153798857692431214539876568721943973486152
060000000005003108201000060000700524000001000700900006502016040003092000000000001,867159432495623178231487965319768524658241793724935816572816349143592687986374251
040100003000405000800000900000008401070000005000040069150302070000000000002870000,647189523329465817815237946596728431473916285281543769154392678738654192962871354
070000203540900170800000005009057680000300009007000000060010000028000000100063007,976581243542936178813472965239157684651348729487629531765814392328795416194263857
100004008200600900080003400321000000006800200000000050000937000709200080000000100,165794328243658917987123465321475896576819234894362751618937542759241683432586179
000000009560008000000071800200106000000000050080030006400080020000200103670003000,817642539564398712329571864293156478746829351185734296431985627958267143672413985
000300007704006802200000900020000103010500000005008400000604309000000000300890004,198352647754916832263487915826749153417563298935128476581674329649235781372891564
000009700840000009500000230010508000000070040000600350005760100002001000070300090,321459786847236519569187234713548962256973841498612357985764123632891475174325698
007008160930020000000000040009000005010000020650100000080900000000367200000080007,247598163931624578568731942879243615314856729652179834783912456495367281126485397
002000006400700900098002040000200600050010000001300207000020085000090060300400000,512849376436751928798632541843275619257916834961384257679123485124598763385467192
060007000020060800800900600000300009500002001000000750000005090900204000274030000,461827935729563814835941627617358249548792361392416758183675492956284173274139586
080090000600008700000002010093000521000900000017300000004000602060000008050003090,185497263632518749749632815493876521826951437517324986374189652961245378258763194
050000070000601005600000230800700000010090700200060009000010300390800040002050007,958342176423671985671589234869735412514298763237164859745916328396827541182453697
000090030000700001030600020003000500089000007206018000008040010001000800600000005,165892734892734651734651928413976582589423167276518493958347216341265879627189345
008000000000006002700031500032600090000040020091080000060004083007008400100000000,918425637543876912726931548432617895875349126691582374269154783357298461184763259
580000000307560480000000007130070800090001060400200000000032918040000000000000003,584127639317569482269843157132674895798351264456298371675432918843915726921786543
508200040009300001000000860800601000006000070035070000040006050000100000050704200,518267943769348521324519867872691435496853172135472689241936758687125394953784216
080700020090080560000400000005007002070308000000060300500000630400000000000010089,186735924794281563253496718365147892972358146841962375519824637438679251627513489
500200800000800057060009040200060080000090000018000504000053000006000700040000010,594271836132846957867539241279465183453198672618327594921753468386914725745682319
500000003000000800060032000009100400000000010048060500032080005600000000000403900,581794623273615894964832751329157486756348219148269537432986175697521348815473962
000000100003070064670002000029000340000019000008000006007005030800400070040060002,284693157953178264671542983729856341436719528518324796167285439892431675345967812
000008000690000408003000700900500007050620900001000005000013600080002000000980000,475198326692357418813246759924531867758624931361879245549713682187462593236985174
002000700000059020400060000001003090000502040940080000000006801600000000020000500,562834719378159426419267385251743698836592147947681253795426831684315972123978564
090030000004500296100000003020700000000000002007003810080000400000200960040609008,295836174834571296176492583321785649958164732467923815689357421513248967742619358
006000007840900500000105600070009060080003000600000035000090200002000004000401870,156832947843976512297145683371259468584613729629784135468397251712568394935421876
700001000005030007020006304067010500900000001000902000400008600008300095006000000,783241956645839217129576384867413529932657841514982763451798632278364195396125478
300000004270406910000200000009304000003050000800091007000107042060000001030000080,386519274275486913941273856759324168613758429824691537598167342462835791137942685
040300007070000600000005300003049200000100030012000004800000790000791050000060000,945386127378912645126475389583649271469127538712853964851234796634791852297568413
943007080700040000001300090090000020004600000105000073400500900000070860000006000,943167285752849316681352794396715428874623159125498673467581932539274861218936547
000400500500000010009000376070000009000301080002005030600902000007003000030040000,723416598568739214149528376376284159954371682812695437681952743497163825235847961
000003008004001500000270100003000090050080600198000000900050000000000024010700000,571493268234861579869275143623547891457189632198632457942358716785916324316724985
000000000000530006002076305420000000970002600003000050000000500000917040040060901,356821479714539826892476315421653798975182634683794152139248567568917243247365981
000008000700030100050200040060000080005070000000106400027000004009000030680005920,134968275792534168856217349963452781415873692278196453327689514549721836681345927
000006541000501000000000000290003800400150002300800700050904060040000289000060000,728396541964521378531487926295673814487159632316842795852934167643715289179268453
090850007000069120500000900700002000310000500060100000030700009000043706000000200,296851347873469125541237968754382691318694572962175834635728419129543786487916253
000010085000000000000603700007090360940000000060700004008107000034850000006300200,372914685619578432485623719827495361941236857563781924298167543734852196156349278
000001000460070000309002000000400930600000051093058020800000004005004600000190000,758941362462375189319682547527416938684239751193758426831567294975824613246193875
060000000100095000007406005620001807030080900700600000012040009000000020800000103,965372481143895276287416395624951837531287964798634512312748659459163728876529143
000620090407005012000000000005000009040703000800010000900300070300059021000000005,583621497467985312219437586735248169146793258892516743951362874374859621628174935
000000000280600009007028004000200000900007100500901602000800750040010008000036000,651394827284675319397128564418263975962457183573981642139842756746519238825736491
040000009060000700002751000200000094005007300400008000030605900000010080000004000,547362819361489752982751643278536194695147328413298567834625971726913485159874236
007060030100000060020500809070010500200008040580300090000000300090000050060040001,957861234138492765624537819473619582219758643586324197741985326392176458865243971
070000040300100700605070280000090608060001000000020000009803020000200004010050000,971582346382146759645379281124795638568431972793628415459863127836217594217954863
009000021065000300000020069000900070006037800080000000010000002640010003300400000,879653421265194387134728569453981276926537814781246935518379642642815793397462158
230600400009070080000000006300000020908005100000010050004301000093000000700800910,237658491649173285581429736315784629968235174472916358824391567193567842756842913
008960003000000060604080509210800050000307000007051000006000000050000032900000008,178965243539214867624783519213849756465327981897651324386172495751498632942536178
004000860108000700070100003200005000060010300800709000000842000005900008000070100,354297861128356749976184253217635984569418372843729615691842537735961428482573196
000560000041700000080130000000600000095000004600008109020000400000010003807000200,279564318341789625586132947418697532795321864632458179123875496954216783867943251
009000063000090078580700200000007002000802010000060900608050000901000040300600000,479128563216395478583746291864917352795832614132564987628451739951273846347689125
301000600000035900000400002264000090000000806800700400500200010093040000000008060,341972685728635941659481732264853197937124856815769423586297314193546278472318569
000000009000740050890000000005800600038060070670420000002080400000600000009000301,756138249123749856894256713945817632238965174671423985562381497317694528489572361
000060429008100000000007000000000396903000500650008000300000800000602040420000030,731865429298143765564927183182754396943216578657398214316479852875632941429581637
300010000000000043000007019080700000207086000090000400038020090420500060060108000,374912586912865743856437219185749632247386951693251478738624195421593867569178324
800503000020000090050040100000000800036001000040690030080050004007400600000030089,819563427624718593753249168971324856536871942248695731182956374397482615465137289
075000000000001040006730000040020500003060000020000700900800005030000800000005201,475689312398251647216734958647128593853967124129543786961872435532416879784395261
703081260020007500000060000087020010400700020100006000009040070000200800000000040,793581264624937581815462793987324615436715928152896437569148372341279856278653149
800090000006000900070804000040759000000020004003100700200087016030960400000002000,825693147416275983379814265642759831751328694983146752294587316537961428168432579
600401000000807009040090106019080060500000804000570090023000000900000037800000000,698451273231867549745392186319284765567913824482576391123749658956128437874635912
600908005000004306000000008083042000560300804070000000000020079714090003000000000,641938725827154396935267148183542967562379814479816532358421679714695283296783451
000009014900040003024000000080000075700900006050608000370000000005200008800005009,538769214917542683624183597186324975743951826259678341371896452495237168862415739
600050400807000000000637000090700060500006010000080000100040800053000000000300092,639158427817924635245637981398715264572496318461283759126549873953872146784361592
000009000000034710030070495240067000000100070051400000010000380000200000006000900,674519823925834716138672495249367158863195274751428639512946387497283561386751942
006400200000000000003080605008210076072000000401300002309000800000809000000003040,896451237257936184143782695938215476572694318461378952329547861714869523685123749
010607004709000200000004800000000000050100680068500100400000500000000090000823000,812657934749381265536294871194768352357142689268539147481976523623415798975823416
030800600004000700900006005005000007060030000000908040009000000000200000017005809,731852694654193728928476315895614237462537981173928546389761452546289173217345869
000000001301007802007019000080001600000000000000504003000050400279000005030908000,924835761351467892867219534582391647143672958796584213618753429279146385435928176
000034800900120000000800100002000605000700080060002900680000000409001206000090000,217634859958127463346859127732918645194765382865342971681273594479581236523496718
000500000370000008000060100780003200490002000050000900006070010020010075000200000,168597423379124568245368197781943256493652781652781934536479812924816375817235649
000000064005030098009060020000102005073500000010000000001009240340000000000008000,728915364465237198139864527894172635273596481516483972681759243347621859952348716
007600800250000004000000003800050020000100640900000005021409000400238000008000000,147623859253981764689745213876354921532197648914862375321479586465238197798516432
006800000003504600000000810000096100070000000005000408050301000000000090800070006,126839754783514629594267813248796135371458962965123478659341287437682591812975346
500000006040760000300000080090036402002070800000050001600200000050000093000000004,579128346841763259326549187195836472462971835783452961634297518258614793917385624
000070008000804021000000600500069100602400050003000000048090000000700003900080500,425176398369854721871923645584269137612437859793518462148395276256741983937682514
000000002089700610000098070300000000090640000016009740004000000030062000800054200,753416892489725613162398574347281965598647321216539748624873159935162487871954236
006300007000206050590000300000000000030080900800001060010003400070000003600000019,126354897387296154594817326461729538732685941859431762218963475975142683643578219
008704000200000714000000000000006100007000035005008006019500000300000080000900050,568714329293865714471239568982356147647192835135478296819543672354627981726981453
080000060012509000300100400000000003405900001000060070008700004000025000000000200,984372165612549738357186492196257843475938621823461579268713954749825316531694287
000690041030012000000504000010000005600000000008200073800007000003000009052100800,275698341439712586186534792317489625624375918598261473861957234743826159952143867
000000902000500008070081000908000400050008600010000207000090000693400000005130000,861743952432569178579281346928617435754328619316954287147892563693475821285136794
700100000008050000000000032000290400300700900000000050050004309900060010040009007,734126895128953746596487132865291473312745968479638251651874329987362514243519687
270080600004002003000900500640300900003020106000000040350806000000007000900000000,275183694194652783836974521642315978783429156519768342357846219461297835928531467
006001800072000009100005024057000010001300000800000206000000000405023090069400000,946271853572834169138965724357642918621389547894157236713596482485723691269418375
000962008000000000040000000020180030050000000680004001260400700090006000000705040,573962418916843257842571369429187536351629874687354921265418793794236185138795642
000073000000800690002000000300040200000900008701080060040060100003000070069000050,916473825435821697872596341358647219624915738791382564547269183283154976169738452
000000020200095460096004300050209000600040100000000057001030000070008000400906000,384761529217395468596824371758219634639547182142683957861432795973158246425976813
070000085009706003030008000000130000700500060000002040610800000000020650040300200,276493185859716423134258796468139572721584369593672841612845937387921654945367218
674002000000000090500030002800500000040100307000000068010096040080001000700200000,674912583123875694598634712831567429246189357957423168312796845489351276765248931
009003500400006029050000000900000200004007008030604000800000650000002070705040000,629413587483756129157928436976185243514237968238694715842379651391562874765841392
030400170000300000020070600000007000000068400000000095094800000010000030006094000,935486172467312859821579643149257386573968421682143795294831567718625934356794218
900030600030000400008060000000010008764000002000200070006390200200540000090000010,972435681631879425548162739325714968764983152189256374856391247213547896497628513
000000216000063900000500000045100008806002000003800009000900570009014000010005000,358479216471263985962581743745196328896342157123857469634928571589714632217635894
120000030007050800008060901200000008800900000004108070000600025002000304010004000,126489537947351862538762941293547618871926453654138279489673125762815394315294786
600200100010000040000930006040062098208150070000000000000000060500004002923006000,689247153312685749457931826145762398298153674736498215874329561561874932923516487
009403000000070903008000746000901007000000080060047300090005020200004508080200000,679453812421678953358129746845931267937562184162847395794385621216794538583216479
000061520008030090000000100300000200000070009019500340500009060201706005004000000,793861524158432796426957183375694218842173659619528347537289461281746935964315872
700000000060040007002300000400070602005900300000005080000500000010000020900108006,734689215569241837182357964491873652875962341326415789247536198618794523953128476
017000020302014007000080000000030010000900000005400300200305604000000000463000000,517693428382514967649782135974238516136957842825461379291375684758146293463829751
000074039450800007000000000004090003000580601600030000010700000867340000000005000,128674539459823167736951482584196723392587641671432958215768394867349215943215876
050903000010850900000000080000706500600100207200000030008507400020000000100080300,856973124714852963932641785483726519695138247271495638368517492529364871147289356
200030000004800000070000540800300075063059000000000000009500000000201003600070080,216435897954817236378692541891324675763159428542786319139548762487261953625973184
300900206000020000090506000900030140080090000060000300070100850000005000001400000,315947286746328591892516437957632148183794625264851379479163852638275914521489763
140002000000048001008000003000603008000007009063010000530700900470000050006000000,149362875357948261628175493794653128215487639863219547531726984472891356986534712
907000000000063091000809075870500040004006208000000000030000000106030050005004000,967451382258763491341829675873512946514976238629348517432185769196237854785694123
006000003000200000007003840000400060100080005000052008000006910000700000514000000,986145723341278659257963841835491267162387495479652138728536914693714582514829376
920800400010004000400000090800005600000071002000060030003002850005000007070000200,927853416318694725456127398832945671564371982791268534643712859285439167179586243
070203800000007010000100000030702060001004080800000009206005007050600000003000040,174293856368547912592168374935782461621954783847316529286435197459671238713829645
001000600000001800300200500296000004000100070015009000000030092060900000000072000,851493627624751839379268541296587314438126975715349268187635492562914783943872156
000001000000380004004900502000028006830000000050700000000070000590000700080004100,928451673765382914314967582479128356831695427652743891146879235593216748287534169
060000800905004020100030900210065070007108000000000000000040000409000500500700010,763952841985614723142837965218465379397128654654379182831546297479281536526793418
500008006206000000087000009000200810003000200000060400010400070000390000079005000,531948726296571348487632159764259813953814267128763495315486972642397581879125634
000000090120000070006400000003005406040009300005000080000008009281070000060010000,738251694124396875596487231973825416842169357615743982457638129281974563369512748
006307200000800700700010003063000001000005030012060500000000005000920004900001000,186357249235894716794612853563279481479185632812463597641738925358926174927541368
000030400040690030930100006000000500000007240097000000089000050500020000070408000,126835497748692135935174826364289571851367249297541368489713652513926784672458913
300000000700400910016000200009000300080500042000700009000090001000260003004107600,392671584758423916416985237129846375687539142543712869865394721971268453234157698
000020030009037000000054008075400000062000400010080700200500800001000654000009000,584126937129837546736954218875492361962713485413685729247561893391278654658349172
040100000000059000800060270302008000010500020000007100003080000008901037000000804,649172583237859461851364279362418795714596328985237146473685912528941637196723854
500002073020500000000001060097040000005020710600005400003000040010008900000090000,541962873826573194379481562197846325485329716632715489963157248214638957758294631
013080067080900000400001003002009000000012050040000008000054000000300200307000000,913285467786943512425671893572869134638412759149537628291754386854396271367128945
065800000070003005003075081000001000100080400900400008040600090600100000000008000,265814379871963245493275681384521967156789432927436518748652193632197854519348726
006002100040600000020090000050016790400209000000000050800900200537000006000001007,986542173145637829723198645352416798478259361619783452861975234537824916294361587
501300000000002010009001680900070050040000090005000401000700000300086004006500008,581367249467892315239451687913674852648215793725938461854729136392186574176543928
000000200000008090705024003010000307042830000000090000000500970020000000300009004,891375246234168795765924813918452367642837159573691428186543972429786531357219684
